year,geo,value
1999,POL,6.08802411046588
2000,POL,6.591646960530671
2001,POL,6.560106891510241
2002,POL,7.262529885743922
2003,POL,7.5858891246480376
2004,POL,8.377329633695888
2005,POL,8.02163940359609
2006,POL,7.678663622803311
2007,POL,7.673668330666356
2008,POL,7.442993679270771
2009,POL,7.699738627598293
2010,POL,7.781353352531601
2011,POL,7.5260715464609
2012,POL,7.752754043412888
2013,POL,7.383433231261516
2014,POL,7.690071256038496
2015,POL,7.714768538203569
2016,POL,7.695622151460513
2017,POL,7.107573356793187
2018,POL,7.191548010135667
2019,POL,7.035158474178928
2020,POL,6.89017014963024
1994,PRT,11.51892622
1995,PRT,11.43459198
1996,PRT,11.36213632
1997,PRT,10.6496419
1998,PRT,11.12013965
1999,PRT,10.49451645
2000,PRT,8.413404915
2001,PRT,9.214611783
2002,PRT,9.606129085
2003,PRT,9.797606126
2004,PRT,9.752280468
2005,PRT,9.343860295
2006,PRT,8.894853622
2007,PRT,8.621869111
2008,PRT,7.899479552999999
2009,PRT,8.203013978
2010,PRT,8.025577696
2011,PRT,7.227977953000001
2012,PRT,6.940180394
2013,PRT,6.51570293
2014,PRT,6.674207093
2015,PRT,6.903589920389272
2016,PRT,7.416026676451265
2017,PRT,7.367515632897165
2018,PRT,7.2649167909266215
2019,PRT,6.999193310140963
2020,PRT,6.429701410365905
1994,PRY,7.583268642
1995,PRY,6.919923531
1996,PRY,8.479142869
1997,PRY,6.586108072
1998,PRY,5.790106112
1999,PRY,3.299048214
2000,PRY,8.930236254
2001,PRY,11.44422145
2002,PRY,9.607437322
2003,PRY,12.69927611
2004,PRY,13.51846523
2005,PRY,10.14583834
2006,PRY,10.51135881
2007,PRY,11.07630468
2008,PRY,9.458917119
2009,PRY,9.361621235
2010,PRY,7.964300421
2011,PRY,7.804244386
2012,PRY,7.820910992
2013,PRY,6.876856271
2014,PRY,7.321042691
2015,PRY,7.403172526
2016,PRY,7.220310352
2017,PRY,7.131899515
2018,PRY,7.694366834
2019,PRY,6.738489789
1995,ROU,6.279234585
1996,ROU,6.228105529
1997,ROU,7.894504346
1998,ROU,9.050797243
1999,ROU,10.90204695
2000,ROU,9.420213861
2001,ROU,6.030455861
2002,ROU,6.046212994
2003,ROU,8.287116906
2004,ROU,8.451768481
2005,ROU,6.99597932
2006,ROU,6.627627841
2007,ROU,6.942784523
2008,ROU,6.219382909
2009,ROU,6.943788056
2010,ROU,7.815647613
2011,ROU,6.909785246
2012,ROU,7.134911656
2013,ROU,7.366071198
2014,ROU,8.453878965
2015,ROU,8.673316415
2016,ROU,8.77205945
2017,ROU,7.606878637
2018,ROU,7.752677513
2019,ROU,6.755279796
2020,ROU,5.893982572
1996,RWA,4.595482373
1997,RWA,5.358280218
1998,RWA,9.367173228
1999,RWA,15.46444291
2000,RWA,15.9982831
2001,RWA,10.48335052
2002,RWA,9.873069578
2003,RWA,8.773828931
2004,RWA,8.211317426
2005,RWA,6.285180262
2006,RWA,5.989620845
2007,RWA,4.82455153
2008,RWA,4.255025724
2009,RWA,7.066436129
2010,RWA,10.98106964
2011,RWA,11.12195138
2012,RWA,8.874832433
2013,RWA,8.113075774
2014,RWA,7.381670279
2015,RWA,8.433333112
2016,RWA,9.43448207
2017,RWA,8.72003306
2018,RWA,8.374342707
2019,RWA,7.896980763
2002,SEN,7.330357376
2003,SEN,7.921897867
2004,SEN,7.983633551
2005,SEN,7.055526983
2006,SEN,6.962482546
2007,SEN,8.994501748
2008,SEN,8.553889824
2009,SEN,8.010556895
2010,SEN,6.002528792
2011,SEN,6.180031567
2012,SEN,6.258403887
2013,SEN,5.421669588
2014,SEN,7.951464161
2015,SEN,7.838699554
2016,SEN,9.42539339
2017,SEN,6.149669984
2018,SEN,5.805311842
2019,SEN,3.458081256
2005,SGP,3.468345416
2006,SGP,3.009699226
2007,SGP,2.371533898
2008,SGP,2.263927737
2009,SGP,2.067112144
2010,SGP,1.63758922
2011,SGP,1.443487859
2012,SGP,1.299520137
2013,SGP,1.2184821000000001
2014,SGP,1.242840995
2015,SGP,1.77062555
2016,SGP,1.872948265
2017,SGP,1.9452221119999997
2018,SGP,1.9189578199999997
2019,SGP,2.100373814
2007,SLB,22.17327511
2008,SLB,19.44263999
2009,SLB,15.53823691
2010,SLB,17.76248597
2011,SLB,20.87017544
2012,SLB,20.60564214
2013,SLB,19.28064863
2014,SLB,21.79368283
2015,SLB,19.70922544
2016,SLB,24.5905768
2017,SLB,23.95345748
2018,SLB,26.31123303
2019,SLB,23.70897188
2001,SLV,0.090762528
2002,SLV,3.338977209
2003,SLV,3.24736202
2004,SLV,3.06339645
2005,SLV,2.658931194
2006,SLV,2.360571447
2007,SLV,2.203041867
2008,SLV,2.888438444
2009,SLV,3.242331563
2010,SLV,3.006203508
2011,SLV,2.723891226
2012,SLV,2.624161686
2013,SLV,2.45521236
2014,SLV,2.466967075
2015,SLV,2.718500392
2016,SLV,2.770526984
2017,SLV,2.707369548
2018,SLV,2.648901242
2019,SLV,2.7054202
2007,SRB,7.288287788
2008,SRB,6.843204544
2009,SRB,8.719842844
2010,SRB,8.986111707
2011,SRB,9.321211704
2012,SRB,8.615167349
2013,SRB,9.387767807
2014,SRB,10.4815733
2015,SRB,11.11427639
2016,SRB,11.59951443
1995,SVK,6.039752229
1996,SVK,5.694044851
1997,SVK,5.776566836
1998,SVK,5.521332099
1999,SVK,5.907244084
2000,SVK,6.916183053
2001,SVK,6.370014436
2002,SVK,7.167618055
2003,SVK,7.937252822
2004,SVK,8.359942655
2005,SVK,8.034361259
2006,SVK,8.18849967
2007,SVK,7.773624438
2008,SVK,7.612859751
2009,SVK,7.458166583
2010,SVK,7.299274158
2011,SVK,6.904873121
2012,SVK,6.694671012
2013,SVK,6.533379961
2014,SVK,6.307059666
2015,SVK,6.190385686
2016,SVK,6.12387327
2017,SVK,5.937429838
2018,SVK,6.170901268
2019,SVK,5.915266274
2020,SVK,5.500565186
1994,SVN,0.819810001
1995,SVN,10.34716607
1996,SVN,11.05943884
1997,SVN,12.28518344
1998,SVN,13.97364532
1999,SVN,11.36136119
2000,SVN,7.897730003
2001,SVN,8.58326873
2002,SVN,8.508747631
2003,SVN,8.624832196
2004,SVN,8.653768931
2005,SVN,8.17746356
2006,SVN,7.768858385
2007,SVN,7.823275458
2008,SVN,7.878698581
2009,SVN,9.697273366
2010,SVN,9.802669352
2011,SVN,9.860381409
2012,SVN,10.86637199
2013,SVN,12.07194898
2014,SVN,11.94455486
2015,SVN,12.31750261
2016,SVN,12.40325016
2017,SVN,11.93880284
2018,SVN,11.02113459
2019,SVN,10.77685266
2020,SVN,9.922818416
1994,SWE,4.555834068245069
1995,SWE,4.459406613488571
1996,SWE,4.921161440308131
1997,SWE,4.527834094011962
1998,SWE,4.585678964534985
1999,SWE,4.386247849051548
2000,SWE,4.284612077629526
2001,SWE,4.175360534748742
2002,SWE,4.04807753427733
2003,SWE,3.904200634248066
2004,SWE,3.670794544397958
2005,SWE,3.953482238442378
2006,SWE,3.830600847185476
2007,SWE,3.660475614503696
2008,SWE,4.437025401000065
2009,SWE,4.149929392048691
2010,SWE,3.92742450823407
2011,SWE,4.030900212192713
2012,SWE,3.9460251767218923
2013,SWE,3.9907868787044483
2014,SWE,4.051428533634281
2015,SWE,3.7008764851909945
2016,SWE,3.910767634431606
2017,SWE,3.6352224076440405
2018,SWE,3.6919663270905385
2019,SWE,3.8026561149356928
2020,SWE,3.913335272158721
1995,SWZ,6.161921525
1996,SWZ,5.179370755
1997,SWZ,5.109820003
1998,SWZ,6.656943474
1999,SWZ,5.536434538
2000,SWZ,6.322736267
2001,SWZ,6.888357703
2002,SWZ,5.413431434
2003,SWZ,4.52068247
2004,SWZ,4.210785338
2005,SWZ,3.27503102
2006,SWZ,3.938036343
2007,SWZ,3.244555401
2008,SWZ,3.024797677
2009,SWZ,3.248384049
2010,SWZ,3.975208554
2011,SWZ,4.876308836
2012,SWZ,7.97794924
2013,SWZ,9.503489407
2014,SWZ,8.468469197
2015,SWZ,9.015533843
2016,SWZ,8.539155956
2017,SWZ,10.44325079
2018,SWZ,10.136457
2019,SWZ,10.76461231
2008,SYC,16.56801832
2009,SYC,13.64581758
2010,SYC,16.32624628
2011,SYC,16.38464897
2012,SYC,15.08823359
2013,SYC,13.80290299
2014,SYC,13.97688352
2015,SYC,14.34183743
2016,SYC,14.32753321
2017,SYC,15.28351339
2018,SYC,12.94204625
2019,SYC,13.60473289
2010,TCD,1.026685216
2011,TCD,0.488516232
2012,TCD,0.16555213
2013,TCD,0.256683635
2014,TCD,0.388132545
2015,TCD,1.038810926
2016,TCD,1.065015757
2017,TCD,1.003723297
2018,TCD,6.267234549
2019,TCD,3.572187771
2000,TGO,11.77391584
2001,TGO,7.696698002
2002,TGO,7.716120656
2003,TGO,9.18652886
2004,TGO,8.54149296
2005,TGO,7.414895662
2006,TGO,13.72574584
2007,TGO,8.195498515
2008,TGO,11.64320695
2009,TGO,5.479160065
2010,TGO,4.738279349
2011,TGO,4.358499299
2012,TGO,4.338076853
2013,TGO,15.92754059
2014,TGO,7.928183089
2015,TGO,6.320190224
2016,TGO,6.473303724
2017,TGO,6.798021573
2018,TGO,8.141250125
2019,TGO,4.759945214
2000,THA,0.0
2001,THA,0.0
2002,THA,0.0
2003,THA,0.0
2004,THA,0.0
2005,THA,0.0
2006,THA,0.0
2007,THA,0.0
2008,THA,0.0
2009,THA,0.0
2010,THA,0.0
2011,THA,0.0
2012,THA,0.0
2013,THA,0.0
2014,THA,0.0
2015,THA,0.0
2016,THA,0.0
2017,THA,0.0
2018,THA,0.0
1994,TKL,0.0
1995,TKL,0.0
1996,TKL,0.0
1997,TKL,0.0
1998,TKL,0.0
1999,TKL,0.0
2000,TKL,0.0
2001,TKL,0.0
2002,TKL,0.0
2003,TKL,0.0
2004,TKL,0.0
2005,TKL,0.0
2006,TKL,0.0
2007,TKL,0.0
2008,TKL,0.0
2009,TKL,0.0
2010,TKL,0.0
2011,TKL,0.0
2012,TKL,0.0
2013,TKL,0.0
2014,TKL,0.0
2015,TKL,0.0
2016,TKL,0.0
2017,TKL,0.0
2018,TKL,0.0
2019,TKL,0.0
2020,TKL,0.0
1994,TTO,1.75036914
1995,TTO,1.808680744
1996,TTO,2.128212257
1997,TTO,2.576689082
1998,TTO,3.534798205
1999,TTO,3.54077081
2000,TTO,2.185564567
2001,TTO,1.682386894
2002,TTO,1.729182415
2003,TTO,1.327764647
2004,TTO,1.045056204
2005,TTO,0.783912131
2006,TTO,0.682748506
2007,TTO,0.912192447
2008,TTO,0.867365278
2009,TTO,1.200636435
2010,TTO,1.209589173
2011,TTO,1.18374105
2012,TTO,1.34304607
2013,TTO,1.364351922
2014,TTO,1.302187737
2015,TTO,1.424798141
2016,TTO,2.062264668
2017,TTO,1.658478717
2018,TTO,1.173206069
2019,TTO,0.817767178
2000,TUN,7.182933096
2001,TUN,7.201104913
2002,TUN,7.018137782
2003,TUN,6.407750644
2004,TUN,6.183464902
2005,TUN,5.989713815
2006,TUN,5.693043344
2007,TUN,5.428724704
2008,TUN,4.837150233
2009,TUN,4.817140581
2010,TUN,5.038888734
2011,TUN,4.013646587
2012,TUN,4.249950823
2013,TUN,4.152481648
2014,TUN,4.048650403
2015,TUN,4.4631438
2016,TUN,5.414456363
2017,TUN,5.372978389
2018,TUN,5.057759369
2019,TUN,4.265673429
1994,TUR,6.694863954
1995,TUR,7.22382457
1996,TUR,9.568282428
1997,TUR,9.48403924
1998,TUR,8.700652095
1999,TUR,11.22165027
2000,TUR,10.24650523
2001,TUR,10.44564329
2002,TUR,14.47739394
2003,TUR,16.03016014
2004,TUR,15.15178567
2005,TUR,16.97756658
2006,TUR,13.2752067
2007,TUR,12.97446963
2008,TUR,14.04312611
2009,TUR,14.32736365
2010,TUR,15.02868687
2011,TUR,13.44113705
2012,TUR,13.13245941
2013,TUR,13.8689438
2014,TUR,13.30428262
2015,TUR,13.21901732
2016,TUR,12.96001029
2017,TUR,12.53432398
2018,TUR,9.589542499
2019,TUR,9.042574145
2020,TUR,11.00510654
1994,UGA,25.87282826
1995,UGA,24.93382079
1996,UGA,25.61902055
1997,UGA,29.00037365
1998,UGA,25.85826395
1999,UGA,22.29074369
2000,UGA,21.51658559
2001,UGA,20.04009092
2002,UGA,20.06982849
2003,UGA,19.11121299
2004,UGA,18.93370389
2005,UGA,18.67582098
2006,UGA,20.92657375
2007,UGA,22.80134285
2008,UGA,21.82635485
2009,UGA,20.45932366
2010,UGA,20.89132887
2011,UGA,18.73481727
2012,UGA,17.22610926
2013,UGA,14.45179404
2014,UGA,16.03036635
2015,UGA,15.09313173
2016,UGA,15.06724348
2017,UGA,15.35031368
2018,UGA,15.5557366
2019,UGA,15.03595816
2002,UKR,2.609048386
2003,UKR,2.988081364
2004,UKR,2.740645599
2005,UKR,2.045260595
2006,UKR,1.54302924
2007,UKR,1.374831087
2008,UKR,1.189990947
2009,UKR,1.981873036
2010,UKR,2.638708832
2011,UKR,2.7534268556659574
2012,UKR,3.0801222490781
2013,UKR,2.685498439468713
2014,UKR,4.139915690923167
2015,UKR,5.059760682
2016,UKR,7.017033544806435
2017,UKR,7.179534931321097
2018,UKR,6.500137651060006
2019,UKR,5.880953218686497
1994,URY,9.981738735
1995,URY,10.67133537
1996,URY,11.46805678
1997,URY,11.82357161
1998,URY,11.6114282
1999,URY,10.2839316
2000,URY,11.37325247
2001,URY,11.81261565
2002,URY,10.16455463
2003,URY,8.835849874
2004,URY,8.417286683
2005,URY,8.421777713
2006,URY,7.57269674
2007,URY,7.319885214
2008,URY,5.691884095
2009,URY,5.847953116
2010,URY,5.931541997
2011,URY,6.170101411
2012,URY,5.759005781
2013,URY,5.857541409
2014,URY,6.082362298
2015,URY,6.441281676
2016,URY,6.436592848
2017,URY,6.416362123
2018,URY,6.329705742
2019,URY,6.287662331
1994,USA,3.91968209
1995,USA,3.847438772
1996,USA,3.900994696
1997,USA,3.78796371
1998,USA,3.670616349
1999,USA,3.602158304
2000,USA,3.430214237
2001,USA,3.425795987
2002,USA,3.676883563
2003,USA,3.659542693
2004,USA,3.53707836
2005,USA,3.315747402
2006,USA,3.137511857
2007,USA,3.063521352
2008,USA,3.071671778
2009,USA,3.456249789
2010,USA,3.3666643
2011,USA,3.305625481
2012,USA,3.243922317
2013,USA,2.949552779
2014,USA,2.861268124
2015,USA,2.792943466
2016,USA,2.798517387
1994,VEN,2.66286e-05
1995,VEN,2.33459e-05
1996,VEN,2.81589e-05
1997,VEN,5.60945e-05
1998,VEN,6.66928e-05
1999,VEN,5.2144e-05
2000,VEN,4.31332e-05
2001,VEN,4.51401e-05
2002,VEN,3.4313e-05
2003,VEN,1.73615e-05
2004,VEN,1.06245e-05
2005,VEN,9.77104e-06
2006,VEN,1.17969e-05
2007,VEN,8.39397e-06
2008,VEN,1.21867e-05
2009,VEN,7.51972e-06
2010,VEN,1.06573e-05
2011,VEN,0.0
2012,VEN,0.0
2013,VEN,0.0
2014,VEN,0.0
2015,VEN,0.0
2016,VEN,0.0
2017,VEN,0.0
2018,VEN,0.0
2019,VEN,0.0
2003,VNM,2.664515539
2004,VNM,2.550776906
2005,VNM,2.282859161
2006,VNM,1.875398611
2007,VNM,1.794823333
2008,VNM,1.339716072
2009,VNM,2.478038638
2010,VNM,2.258132367
2011,VNM,1.933724099
2012,VNM,2.203728489
2013,VNM,1.835291473
2014,VNM,1.783903921
2015,VNM,3.724630825
2016,VNM,5.600563153
2017,VNM,5.145263366
2018,VNM,4.931757309
2019,VNM,5.987307239
2005,WSM,1.067649553
2006,WSM,0.629796861
2007,WSM,0.769235421
2008,WSM,0.820500214
1994,ZAF,9.606467182
1995,ZAF,8.90475529
1996,ZAF,8.110779749999999
1997,ZAF,8.342887996
1998,ZAF,8.963239179
1999,ZAF,8.972599203
2000,ZAF,9.556868316
2001,ZAF,8.534845031
2002,ZAF,8.041004973
2003,ZAF,8.049337814
2004,ZAF,7.630291525999999
2005,ZAF,7.455462811
2006,ZAF,6.945141971
2007,ZAF,6.886156077
2008,ZAF,5.934517945
2009,ZAF,6.984352746
2010,ZAF,8.126104739
2011,ZAF,8.469666024
2012,ZAF,8.546541324
2013,ZAF,8.555779594
2014,ZAF,8.448960221
2015,ZAF,9.506382072
2016,ZAF,9.377974128000002
2017,ZAF,9.74227991
2018,ZAF,9.654215342
2019,ZAF,10.17604037
